_id,chinese_name,english_name,country
489,好莱坞大学院大学,Hollywood University of Beauty and Fashion,Japan
490,和歌山工业高等专门学校,Wakayama National College of Technology,Japan
491,HAL名古屋专门学校,HAL Nagoya,Japan
492,横滨设计学院,Yokohama Design College,Japan
493,函馆工业高等专门学校,Hakodate National College of Technology,Japan
494,HIKO MIZUNO珠宝首饰设计专门学校,Hiko Mizuno College of Jewelry,Japan
495,横滨系统工学院专门学校,Yokohama Institute of System Engineering,Japan
496,惠泉女学园大学,Keisen University,Japan
497,横滨日建工科专门学校,Yokohama Nikken College of Technology,Japan
498,和光大学,Wako University,Japan
499,鹤见大学,Tsurumi University,Japan
500,横滨商科大学,Yokohama College of Commerce,Japan
501,横滨美术大学,Yokohama University of Art and Design,Japan
502,和歌山县立医科大学,Wakayama Medical University,Japan
503,好莱坞美容专门学校,Hollywood Beauty College,Japan
504,横滨经理专门学校,Yokohama Business College,Japan
505,HAL大阪专门学校,HAL Osaka,Japan
506,HAL东京专门学校,HAL Tokyo,Japan
507,横滨市立大学,Yokohama City University,Japan
508,函馆大学,Hakodate University,Japan
509,皇学馆大学,Kogakkan University,Japan
510,花园大学,Hanazono University,Japan
511,活水女子大学,Kwassui Women's University,Japan
512,和歌山YMCA国际福祉专门学校,Wakayama YMCA College of International Welfare,Japan
513,和歌山大学,Wakayama University,Japan
514,华学园营养专门学校,Kagakuen Nutrition College,Japan
515,环太平洋大学,IPU - International Pacific University,Japan
516,横滨YMCA学院专门学校,Yokohama YMCA College,Japan
517,会津大学,The University of Aizu,Japan
518,弘前学院大学,Hirosaki Gakuin University,Japan
519,和洋女子大学,Wayo Women's University,Japan
520,弘前大学,Hirosaki University,Japan
521,IGL医疗福祉专门学校,IGL College of Medical and Social Welfare,Japan
522,ICS艺术学院专门学校,ICS College of Arts,Japan
523,就实大学,Shujitsu University,Japan
524,静冈英和学院大学短期大学部,Shizuoka Eiwa Gakuin University Junior College,Japan
525,吉田学园情报商务专门学校,Yoshida Gakuen Information & Business College,Japan
526,京都传统工艺大学校,Kyoto College of Traditional Arts,Japan
527,静冈设计专门学校,Shizuoka Design College,Japan
528,静冈国际航空专门学校,Shizuoka International Air Resort College,Japan
529,金泽美术工艺大学,Kanazawa College of Art,Japan
530,静冈文化艺术大学,Shizuoka University of Art and Culture,Japan
531,津田塾大学,Tsuda University,Japan
532,江户川大学,Edogawa University,Japan
533,敬爱大学,Keiai University,Japan
534,嘉悦大学,Kaetsu University,Japan
535,驹泽大学,Komazawa University,Japan
536,静冈英和学院大学,Shizuoka Eiwa Gakuin University,Japan
537,静冈产业大学,Shizuoka Sangyo University,Japan
538,静冈福祉大学,Shizuoka University of Welfare,Japan
539,静冈理工科大学,Shizuoka Institute of Science and Technology,Japan
540,吉备国际大学,Kibi International University,Japan
541,九州共立大学,Kyushu Kyoritsu University,Japan
542,九州国际大学,Kyushu International University,Japan
543,九州产业大学,Kyushu Sangyo University,Japan
544,九州情报大学,Kyushu Institute of Information Sciences,Japan
545,九州女子大学,Kyushu Women's University,Japan
546,久留米大学,Kurume University,Japan
547,甲南大学,Konan University,Japan
548,京都光华女子大学短期大学部,Kyoto Koka Women's College,Japan
549,京都计算机学院洛北校,Kyoto Computer Gakuin Rakuhoku School,Japan
550,京都产业大学,Kyoto Sangyo University,Japan
551,姬路情报系统专门学校,Himeji Information Systems College,Japan
552,静冈产业技术专门学校,Shizuoka College of Industrial Technology,Japan
553,就实短期大学,Shujitsu Junior College,Japan
554,京都美术工艺大学,Kyoto University of the Arts,Japan
555,久留米工业大学,Kurume Institute of Technology,Japan
556,九州看护福祉大学,Kyushu University of Nursing and Social Welfare,Japan
557,九州保健福祉大学,Kyushu University of Health and Welfare,Japan
558,京都医健专门学院,Kyoto Iken College of Medical Technology,Japan
559,金泽大学,Kanazawa University,Japan
560,静冈大学,Shizuoka University,Japan
561,京都大学,Kyoto University,Japan
562,京都工艺纤维大学,Kyoto Institute of Technology,Japan
563,近畿大学,Kindai University,Japan
564,敬和学园大学,Keiwa College,Japan
565,金泽医科大学,Kanazawa Medical University,Japan
566,金泽工业大学,Kanazawa Institute of Technology,Japan
567,金泽星稜大学,Kanazawa Seiryo University,Japan
568,金城大学,Kinjo University,Japan
569,甲子园大学,Koshien University,Japan
570,甲南女子大学,Konan Women's University,Japan
571,姫路独协大学,Himeji Dokkyo University,Japan
572,京都市立艺术大学,Kyoto City University of Arts,Japan
573,京都府立大学,Kyoto Prefectural University,Japan
574,京都府立医科大学,Kyoto Prefectural University of Medicine,Japan
575,京都艺术设计专门学校,Kyoto College of Art & Design,Japan
576,今治明德短期大学,Imabari Meitoku Junior College,Japan
577,京都外国语专门学校,Kyoto College of Foreign Languages,Japan
578,京都艺术大学,Kyoto University of the Arts,Japan
579,金城大学短期大学部,Kinjo Junior College,Japan
580,京都先端科学大学,Kyoto University of Advanced Science,Japan
581,计算机教育学院专门学校,Computer Education College,Japan
582,骏台旅游与酒店专门学校,Sundai Travel & Hotel College,Japan
583,京都西山短期大学,Kyoto Nishiyama Junior College,Japan
584,骏台电子情报与商科专门学校,Sundai Electronics  Information & Business College,Japan
585,驹泽女子大学,Komazawa Women's University,Japan
586,京都药科大学,Kyoto Pharmaceutical University,Japan
587,骏台观光与外语商务专门学校,Sundai Tourism & Foreign Language Business College,Japan
588,京都计算机学院鸭川校,Kyoto Computer Gakuin Kamogawa School,Japan
589,静冈县立大学,University of Shizuoka,Japan
590,京都经济短期大学,Kyoto Junior College of Economics,Japan
591,京都计算机学院京都站前校区,Kyoto Computer Gakuin,Japan
592,九州大学,Kyushu University,Japan
593,九州工业大学,Kyushu Institute of Technology,Japan
594,迹见学园女子大学,Atomi University,Japan
595,骏河台大学,Surugadai University,Japan
596,金城学院大学,Kinjo Gakuin University,Japan
597,京都外国语大学,Kyoto University of Foreign Studies,Japan
598,京都看护大学,Kyoto College of Nursing,Japan
599,京都光华女子大学,Kyoto Koka Women's University,Japan
600,京都情报大学院大学,Kyoto College of Graduate Studies for Informatics,Japan
601,京都女子大学,Kyoto Women's University,Japan
602,京都精华大学,Kyoto Seika University,Japan
603,京都橘大学,Kyoto Tachibana University,Japan
604,京都圣母院女子大学,Kyoto Notre Dame University,Japan
605,京都文教大学,Kyoto Bunkyo University,Japan
606,九州路德学院大学,Kyushu Lutheran College,Japan
607,京都教育大学,Kyoto University of Education,Japan
608,九州英数学馆专门学校,Kyushu Eisugakkan College of Advanced Technology,Japan
609,京都营养医疗专门学校,Kyoto College of Nutrition and Medical Technology,Japan
610,九州产业大学造型短期大学部,Kyushu Sangyo University Junior College of Art and Design,Japan
611,开智国际大学,Kaichi International University,Japan
612,开志专门职大学,Kaishi Professional University,Japan
613,流通科学大学,University of Marketing and Distribution Sciences,Japan
614,铃鹿大学,Suzuka University,Japan
615,里千家学园茶道专门学校,Urasenke Gakuen Professional College of Chado,Japan
616,立教大学,Rikkyo University,Japan
617,立正大学,Rissho University,Japan
618,路德学院大学,Japan Lutheran College,Japan
619,芦屋大学,Ashiya University,Japan
620,鹿儿岛国际大学,The International University of Kagoshima,Japan
621,鹿儿岛大学,Kagoshima University,Japan
622,鹿屋体育大学,National Institute of Fitness and Sports in Kanoya,Japan
623,琉球大学,University of the Ryukyus,Japan
624,流通经济大学,Ryutsu Keizai University,Japan
625,铃鹿医疗科学大学,Suzuka University of Medical Science,Japan
626,龙谷大学,Ryukoku University,Japan
627,立命馆亚洲太平洋大学,Ritsumeikan Asia Pacific University,Japan
628,立命馆大学,Ritsumeikan University,Japan
629,酪农学园大学,Rakuno Gakuen University,Japan
630,丽泽大学,Reitaku University,Japan
631,明治学院大学,Meiji Gakuin University,Japan
632,明治药科大学,Meiji Pharmaceutical University,Japan
633,明星大学,Meisei University,Japan
634,目白大学,Mejiro University,Japan
635,米子工业高等专门学校,Yonago National College of Technology,Japan
636,名古屋女子大学短期大学部,Nagoya Women's University Junior College,Japan
637,名古屋工学院专门学校,Nagoya Institute of Technology Professional Training College,Japan
638,名古屋辻学园烹饪专门学校,Nagoya Tsuji Culinary Institute,Japan
639,名古屋医专,Nagoya Medical Academy,Japan
640,麻生流行文化专门学校,ASO Pop Culture College,Japan
641,名古屋工业大学,Nagoya Institute of Technology,Japan
642,梅花女子大学,Baika Women's University,Japan
643,名古屋市立大学,Nagoya City University,Japan
644,麻生信息商务专门学校,ASO Information Business College,Japan
645,名古屋MODE学园专门学校,Nagoya Mode Gakuen,Japan
646,名古屋经营会计专门学校,Nagoya Management and Accounting College,Japan
647,名古屋造型大学,Nagoya Zokei University,Japan
648,麻布大学,Azabu University,Japan
649,目白大学短期大学部,Mejiro University Junior College,Japan
650,名古屋经营短期大学,Nagoya College of Management,Japan
651,名古屋音乐大学,Nagoya College of Music,Japan
652,名古屋外国语大学,Nagoya University of Foreign Studies,Japan
653,名古屋学院大学,Nagoya Gakuin University,Japan
654,名古屋经济大学,Nagoya University of Economics,Japan
655,名古屋艺术大学,Nagoya University of Arts,Japan
656,名古屋产业大学,Nagoya Sangyo University,Japan
657,名古屋商科大学,Nagoya University of Commerce and Business,Japan
658,名城大学,Meijo University,Japan
659,名古屋大学,Nagoya University,Japan
660,米山时装经贸专门学校,Yoneyama Fashion Business College,Japan
661,蜜丝芭莉美容专门学校,Miss Paris Beauty College,Japan
662,目白时尚艺术学院,Mejiro Fashion & Art College,Japan
663,名古屋动物专门学校,Nagoya School of Veterinary Medicine,Japan
664,名古屋设计与科技专门学校,Nagoya Design & Technology College,Japan
665,明治大学,Meiji University,Japan
666,明海大学,Meikai University,Japan
667,名樱大学,Meio University,Japan
668,梅光学院大学,Baika Gakuin University,Japan
669,鸣门教育大学,Naruto University of Education,Japan
670,女子美术大学短期大学部,Joshibi University of Art and Design Junior College,Japan
671,NIPPON待客服务专门学校,NIPPON Hospitality College,Japan
672,奈良县立医科大学,Nara Medical University,Japan
673,奈良计算机专门学校,Nara Computer College,Japan
674,奈良先端科学技术大学院大学,Nara Institute of Science and Technology,Japan
675,女子营养大学,Kagawa Nutrition University,Japan
676,南山大学,Nanzan University,Japan
677,南九州大学,Minami Kyushu University,Japan
678,女子美术大学,Joshibi University of Art and Design,Japan
679,奈良大学,Nara University,Japan
680,奈良教育大学,Nara University of Education,Japan
681,奈良女子大学,Nara Women's University,Japan
682,鸟取大学,Tottori University,Japan
683,ORION信息技术专门学校,Orion IT College,Japan
684,OCA大阪设计与技术专门学校,OCA Osaka College of Design & IT,Japan
685,Prospera学院商务专门学校,Prospera Academy of Business,Japan
686,浦和大学,Urawa University,Japan
687,平成音乐大学,Heisei College of Music,Japan
688,平安女学院大学,Heian Jogakuin University,Japan
689,浦和专门学校,Urawa Professional Training College,Japan
690,岐阜协立大学,Gifu Keizai University,Japan
